id,type,amount,touristId,zone,timestamp
0,SPA,15.0,7,Banos,2026-05-21T13:08:57.848960400
0,ENCLOSURE,45.0,7,Recinto Premium,2026-05-21T13:08:57.848960400
0,ENCLOSURE,80.0,8,Recinto VIP,2026-05-21T13:08:57.849963300
0,ENCLOSURE,20.0,9,Recinto Basico,2026-05-21T13:08:57.850963300
0,ENCLOSURE,45.0,10,Recinto Premium,2026-05-21T13:08:57.851963800
0,SOUVENIR,25.0,11,Centro del Parque,2026-05-21T13:08:57.852965
0,ENCLOSURE,80.0,11,Recinto VIP,2026-05-21T13:08:57.853964
0,ENCLOSURE,20.0,12,Recinto Basico,2026-05-21T13:08:57.853964
0,SOUVENIR,25.0,13,Centro del Parque,2026-05-21T13:08:57.853964
0,ENCLOSURE,45.0,13,Recinto Premium,2026-05-21T13:08:57.855477600
0,ENCLOSURE,80.0,14,Recinto VIP,2026-05-21T13:08:57.856490800
0,ENCLOSURE,20.0,15,Recinto Basico,2026-05-21T13:08:57.857495200
0,ENCLOSURE,45.0,16,Recinto Premium,2026-05-21T13:08:57.857495200
0,SOUVENIR,25.0,17,Centro del Parque,2026-05-21T13:08:57.858492
0,ENCLOSURE,80.0,17,Recinto VIP,2026-05-21T13:08:57.859492600
0,ENCLOSURE,20.0,18,Recinto Basico,2026-05-21T13:08:57.860495100
0,ENCLOSURE,45.0,19,Recinto Premium,2026-05-21T13:08:57.861493900
0,ENCLOSURE,80.0,20,Recinto VIP,2026-05-21T13:08:57.861493900
0,ENCLOSURE,20.0,21,Recinto Basico,2026-05-21T13:08:57.862494100
0,ENCLOSURE,45.0,22,Recinto Premium,2026-05-21T13:08:57.863491700
0,SOUVENIR,25.0,23,Centro del Parque,2026-05-21T13:08:57.863491700
0,ENCLOSURE,80.0,23,Recinto VIP,2026-05-21T13:08:57.864494900
0,ENCLOSURE,20.0,24,Recinto Basico,2026-05-21T13:08:57.865490900
0,ENCLOSURE,45.0,25,Recinto Premium,2026-05-21T13:08:57.865490900
26,TICKET,30.0,26,Llegada,2026-05-21T13:08:57.870493100
27,TICKET,30.0,27,Llegada,2026-05-21T13:08:57.870493100
28,TICKET,30.0,28,Llegada,2026-05-21T13:08:57.871494900
29,TICKET,30.0,29,Llegada,2026-05-21T13:08:57.872494300
30,TICKET,30.0,30,Llegada,2026-05-21T13:08:57.873492400
0,ENCLOSURE,80.0,2,Recinto VIP,2026-05-21T13:08:57.873492400
0,SOUVENIR,25.0,3,Centro del Parque,2026-05-21T13:08:57.874490100
0,ENCLOSURE,20.0,3,Recinto Basico,2026-05-21T13:08:57.874490100
0,ENCLOSURE,45.0,4,Recinto Premium,2026-05-21T13:08:57.875488900
0,ENCLOSURE,80.0,5,Recinto VIP,2026-05-21T13:08:57.875488900
0,ENCLOSURE,20.0,6,Recinto Basico,2026-05-21T13:08:57.876491400
0,ENCLOSURE,45.0,7,Recinto Premium,2026-05-21T13:08:57.876491400
0,SOUVENIR,25.0,8,Centro del Parque,2026-05-21T13:08:57.877490200
0,ENCLOSURE,80.0,8,Recinto VIP,2026-05-21T13:08:57.878495100
0,SOUVENIR,25.0,9,Centro del Parque,2026-05-21T13:08:57.878495100
0,ENCLOSURE,20.0,9,Recinto Basico,2026-05-21T13:08:57.878495100
0,SOUVENIR,25.0,10,Centro del Parque,2026-05-21T13:08:57.879490400
0,ENCLOSURE,45.0,10,Recinto Premium,2026-05-21T13:08:57.879490400
0,ENCLOSURE,80.0,11,Recinto VIP,2026-05-21T13:08:57.880489
0,ENCLOSURE,20.0,12,Recinto Basico,2026-05-21T13:08:57.880489
0,ENCLOSURE,45.0,13,Recinto Premium,2026-05-21T13:08:57.881487300
0,SOUVENIR,25.0,14,Centro del Parque,2026-05-21T13:08:57.881487300
0,ENCLOSURE,80.0,14,Recinto VIP,2026-05-21T13:08:57.882491100
0,ENCLOSURE,20.0,15,Recinto Basico,2026-05-21T13:08:57.882491100
0,SOUVENIR,25.0,16,Centro del Parque,2026-05-21T13:08:57.883497400
0,ENCLOSURE,45.0,16,Recinto Premium,2026-05-21T13:08:57.884491200
0,ENCLOSURE,80.0,17,Recinto VIP,2026-05-21T13:08:57.885515800
0,ENCLOSURE,20.0,18,Recinto Basico,2026-05-21T13:08:57.886493
0,ENCLOSURE,45.0,19,Recinto Premium,2026-05-21T13:08:57.886493
0,SOUVENIR,25.0,20,Centro del Parque,2026-05-21T13:08:57.887494300
0,ENCLOSURE,80.0,20,Recinto VIP,2026-05-21T13:08:57.887494300
0,ENCLOSURE,20.0,21,Recinto Basico,2026-05-21T13:08:57.888497
0,ENCLOSURE,45.0,22,Recinto Premium,2026-05-21T13:08:57.889490700
0,ENCLOSURE,80.0,23,Recinto VIP,2026-05-21T13:08:57.889490700
0,ENCLOSURE,20.0,24,Recinto Basico,2026-05-21T13:08:57.889490700
0,ENCLOSURE,45.0,25,Recinto Premium,2026-05-21T13:08:57.890491
0,SOUVENIR,25.0,26,Centro del Parque,2026-05-21T13:08:57.890491
0,ENCLOSURE,80.0,26,Recinto VIP,2026-05-21T13:08:57.891493200
0,ENCLOSURE,20.0,27,Recinto Basico,2026-05-21T13:08:57.892489900
0,ENCLOSURE,45.0,28,Recinto Premium,2026-05-21T13:08:57.892489900
0,ENCLOSURE,80.0,29,Recinto VIP,2026-05-21T13:08:57.893491300
0,ENCLOSURE,20.0,30,Recinto Basico,2026-05-21T13:08:57.893491300
31,TICKET,30.0,31,Llegada,2026-05-21T13:08:57.897494
32,TICKET,30.0,32,Llegada,2026-05-21T13:08:57.898492900
33,TICKET,30.0,33,Llegada,2026-05-21T13:08:57.899493100
34,TICKET,30.0,34,Llegada,2026-05-21T13:08:57.899493100
35,TICKET,30.0,35,Llegada,2026-05-21T13:08:57.900492400
0,ENCLOSURE,80.0,2,Recinto VIP,2026-05-21T13:08:57.900492400
0,ENCLOSURE,20.0,3,Recinto Basico,2026-05-21T13:08:57.901493700
0,SOUVENIR,25.0,4,Centro del Parque,2026-05-21T13:08:57.901493700
0,ENCLOSURE,45.0,4,Recinto Premium,2026-05-21T13:08:57.902488400
0,ENCLOSURE,80.0,5,Recinto VIP,2026-05-21T13:08:57.902488400
0,ENCLOSURE,20.0,6,Recinto Basico,2026-05-21T13:08:57.903496600
0,ENCLOSURE,45.0,7,Recinto Premium,2026-05-21T13:08:57.903496600
0,ENCLOSURE,20.0,9,Recinto Basico,2026-05-21T13:08:57.903496600
0,ENCLOSURE,45.0,10,Recinto Premium,2026-05-21T13:08:57.904497100
0,ENCLOSURE,80.0,11,Recinto VIP,2026-05-21T13:08:57.904497100
0,ENCLOSURE,20.0,12,Recinto Basico,2026-05-21T13:08:57.905496
0,ENCLOSURE,45.0,13,Recinto Premium,2026-05-21T13:08:57.905496
0,SPA,15.0,14,Banos,2026-05-21T13:08:57.906494600
0,ENCLOSURE,80.0,14,Recinto VIP,2026-05-21T13:08:57.906494600
0,SOUVENIR,25.0,15,Centro del Parque,2026-05-21T13:08:57.907492700
0,ENCLOSURE,20.0,15,Recinto Basico,2026-05-21T13:08:57.907492700
0,SOUVENIR,25.0,16,Centro del Parque,2026-05-21T13:08:57.908489500
0,ENCLOSURE,45.0,16,Recinto Premium,2026-05-21T13:08:57.908489500
0,SOUVENIR,25.0,17,Centro del Parque,2026-05-21T13:08:57.909491100
0,ENCLOSURE,80.0,17,Recinto VIP,2026-05-21T13:08:57.909491100
0,ENCLOSURE,20.0,18,Recinto Basico,2026-05-21T13:08:57.909491100
0,ENCLOSURE,45.0,19,Recinto Premium,2026-05-21T13:08:57.910490700
0,ENCLOSURE,80.0,20,Recinto VIP,2026-05-21T13:08:57.910490700
0,SOUVENIR,25.0,21,Centro del Parque,2026-05-21T13:08:57.911490500
0,ENCLOSURE,20.0,21,Recinto Basico,2026-05-21T13:08:57.911490500
0,ENCLOSURE,45.0,22,Recinto Premium,2026-05-21T13:08:57.912490800
0,ENCLOSURE,80.0,23,Recinto VIP,2026-05-21T13:08:57.912490800
0,ENCLOSURE,20.0,24,Recinto Basico,2026-05-21T13:08:57.913493900
0,ENCLOSURE,45.0,25,Recinto Premium,2026-05-21T13:08:57.913493900
0,SOUVENIR,25.0,26,Centro del Parque,2026-05-21T13:08:57.914491900
0,ENCLOSURE,80.0,26,Recinto VIP,2026-05-21T13:08:57.914491900
0,SOUVENIR,25.0,27,Centro del Parque,2026-05-21T13:08:57.915492800
0,ENCLOSURE,20.0,27,Recinto Basico,2026-05-21T13:08:57.915492800
0,ENCLOSURE,45.0,28,Recinto Premium,2026-05-21T13:08:57.916492800
0,SOUVENIR,25.0,29,Centro del Parque,2026-05-21T13:08:57.916492800
0,ENCLOSURE,80.0,29,Recinto VIP,2026-05-21T13:08:57.916492800
0,ENCLOSURE,20.0,30,Recinto Basico,2026-05-21T13:08:57.917493600
0,ENCLOSURE,45.0,31,Recinto Premium,2026-05-21T13:08:57.917493600
0,ENCLOSURE,80.0,32,Recinto VIP,2026-05-21T13:08:57.918490100
0,ENCLOSURE,20.0,33,Recinto Basico,2026-05-21T13:08:57.919498300
0,ENCLOSURE,45.0,34,Recinto Premium,2026-05-21T13:08:57.919498300
0,SOUVENIR,25.0,35,Centro del Parque,2026-05-21T13:08:57.920498800
0,ENCLOSURE,80.0,35,Recinto VIP,2026-05-21T13:08:57.920498800
36,TICKET,30.0,36,Llegada,2026-05-21T13:08:57.925490500
37,TICKET,30.0,37,Llegada,2026-05-21T13:08:57.926493100
38,TICKET,30.0,38,Llegada,2026-05-21T13:08:57.927495100
39,TICKET,30.0,39,Llegada,2026-05-21T13:08:57.927495100
40,TICKET,30.0,40,Llegada,2026-05-21T13:08:57.928494
0,ENCLOSURE,80.0,2,Recinto VIP,2026-05-21T13:08:57.929492400
0,SOUVENIR,25.0,3,Centro del Parque,2026-05-21T13:08:57.929492400
0,ENCLOSURE,20.0,3,Recinto Basico,2026-05-21T13:08:57.930492800
0,ENCLOSURE,45.0,4,Recinto Premium,2026-05-21T13:08:57.930492800
0,ENCLOSURE,80.0,5,Recinto VIP,2026-05-21T13:08:57.931491100
0,ENCLOSURE,20.0,6,Recinto Basico,2026-05-21T13:08:57.932490500
0,ENCLOSURE,45.0,7,Recinto Premium,2026-05-21T13:08:57.934493400
0,SOUVENIR,25.0,9,Centro del Parque,2026-05-21T13:08:57.935491700
0,ENCLOSURE,20.0,9,Recinto Basico,2026-05-21T13:08:57.935491700
0,ENCLOSURE,45.0,10,Recinto Premium,2026-05-21T13:08:57.936494200
0,ENCLOSURE,80.0,11,Recinto VIP,2026-05-21T13:08:57.936494200
0,SOUVENIR,25.0,12,Centro del Parque,2026-05-21T13:08:57.937494600
0,ENCLOSURE,20.0,12,Recinto Basico,2026-05-21T13:08:57.937494600
0,ENCLOSURE,45.0,13,Recinto Premium,2026-05-21T13:08:57.938495100
0,ENCLOSURE,80.0,14,Recinto VIP,2026-05-21T13:08:57.938495100
0,ENCLOSURE,20.0,15,Recinto Basico,2026-05-21T13:08:57.938495100
0,SOUVENIR,25.0,16,Centro del Parque,2026-05-21T13:08:57.939496100
0,ENCLOSURE,45.0,16,Recinto Premium,2026-05-21T13:08:57.939496100
0,ENCLOSURE,80.0,17,Recinto VIP,2026-05-21T13:08:57.940491600
0,SOUVENIR,25.0,18,Centro del Parque,2026-05-21T13:08:57.940491600
0,ENCLOSURE,20.0,18,Recinto Basico,2026-05-21T13:08:57.941507400
0,ENCLOSURE,45.0,19,Recinto Premium,2026-05-21T13:08:57.941507400
0,ENCLOSURE,80.0,20,Recinto VIP,2026-05-21T13:08:57.941507400
0,ENCLOSURE,20.0,21,Recinto Basico,2026-05-21T13:08:57.942511100
0,SOUVENIR,25.0,22,Centro del Parque,2026-05-21T13:08:57.942511100
0,ENCLOSURE,45.0,22,Recinto Premium,2026-05-21T13:08:57.943503700
0,SOUVENIR,25.0,23,Centro del Parque,2026-05-21T13:08:57.943503700
0,ENCLOSURE,80.0,23,Recinto VIP,2026-05-21T13:08:57.944503300
0,SOUVENIR,25.0,24,Centro del Parque,2026-05-21T13:08:57.944503300
0,ENCLOSURE,20.0,24,Recinto Basico,2026-05-21T13:08:57.945508
0,SOUVENIR,25.0,25,Centro del Parque,2026-05-21T13:08:57.945508
0,ENCLOSURE,45.0,25,Recinto Premium,2026-05-21T13:08:57.945508
0,SOUVENIR,25.0,26,Centro del Parque,2026-05-21T13:08:57.946502
0,ENCLOSURE,80.0,26,Recinto VIP,2026-05-21T13:08:57.947504400
0,ENCLOSURE,20.0,27,Recinto Basico,2026-05-21T13:08:57.947504400
0,ENCLOSURE,45.0,28,Recinto Premium,2026-05-21T13:08:57.948505700
0,ENCLOSURE,80.0,29,Recinto VIP,2026-05-21T13:08:57.949502900
0,SOUVENIR,25.0,30,Centro del Parque,2026-05-21T13:08:57.949502900
0,ENCLOSURE,20.0,30,Recinto Basico,2026-05-21T13:08:57.950504500
0,SOUVENIR,25.0,31,Centro del Parque,2026-05-21T13:08:57.950504500
0,ENCLOSURE,45.0,31,Recinto Premium,2026-05-21T13:08:57.950504500
0,ENCLOSURE,80.0,32,Recinto VIP,2026-05-21T13:08:57.951504900
0,ENCLOSURE,20.0,33,Recinto Basico,2026-05-21T13:08:57.951504900
0,ENCLOSURE,45.0,34,Recinto Premium,2026-05-21T13:08:57.952504100
0,ENCLOSURE,80.0,35,Recinto VIP,2026-05-21T13:08:57.952504100
0,ENCLOSURE,20.0,36,Recinto Basico,2026-05-21T13:08:57.952504100
0,ENCLOSURE,45.0,37,Recinto Premium,2026-05-21T13:08:57.953503100
0,ENCLOSURE,80.0,38,Recinto VIP,2026-05-21T13:08:57.953503100
0,SOUVENIR,25.0,39,Centro del Parque,2026-05-21T13:08:57.954505200
0,ENCLOSURE,20.0,39,Recinto Basico,2026-05-21T13:08:57.954505200
0,SOUVENIR,25.0,40,Centro del Parque,2026-05-21T13:08:57.955506300
0,ENCLOSURE,45.0,40,Recinto Premium,2026-05-21T13:08:57.955506300
41,TICKET,30.0,41,Llegada,2026-05-21T13:08:57.958554800
42,TICKET,30.0,42,Llegada,2026-05-21T13:08:57.958554800
43,TICKET,30.0,43,Llegada,2026-05-21T13:08:57.958554800
44,TICKET,30.0,44,Llegada,2026-05-21T13:08:57.959555600
45,TICKET,30.0,45,Llegada,2026-05-21T13:08:57.959555600
0,SPA,15.0,2,Banos,2026-05-21T13:08:57.959555600
0,ENCLOSURE,80.0,2,Recinto VIP,2026-05-21T13:08:57.960558
0,ENCLOSURE,20.0,3,Recinto Basico,2026-05-21T13:08:57.960558
0,ENCLOSURE,45.0,4,Recinto Premium,2026-05-21T13:08:57.961553800
0,ENCLOSURE,80.0,5,Recinto VIP,2026-05-21T13:08:57.962557400
0,ENCLOSURE,20.0,6,Recinto Basico,2026-05-21T13:08:57.962557400
0,SOUVENIR,25.0,7,Centro del Parque,2026-05-21T13:08:57.962557400
0,ENCLOSURE,45.0,7,Recinto Premium,2026-05-21T13:08:57.963550300
0,SOUVENIR,25.0,9,Centro del Parque,2026-05-21T13:08:57.963550300
0,ENCLOSURE,20.0,9,Recinto Basico,2026-05-21T13:08:57.963550300
0,SOUVENIR,25.0,10,Centro del Parque,2026-05-21T13:08:57.964557800
0,ENCLOSURE,45.0,10,Recinto Premium,2026-05-21T13:08:57.964557800
0,SPA,15.0,11,Banos,2026-05-21T13:08:57.965555300
0,ENCLOSURE,80.0,11,Recinto VIP,2026-05-21T13:08:57.965555300
0,ENCLOSURE,20.0,12,Recinto Basico,2026-05-21T13:08:57.966555400
0,SOUVENIR,25.0,13,Centro del Parque,2026-05-21T13:08:57.966555400
0,ENCLOSURE,45.0,13,Recinto Premium,2026-05-21T13:08:57.967553900
0,ENCLOSURE,80.0,14,Recinto VIP,2026-05-21T13:08:57.967553900
0,SOUVENIR,25.0,15,Centro del Parque,2026-05-21T13:08:57.968556500
0,ENCLOSURE,20.0,15,Recinto Basico,2026-05-21T13:08:57.968556500
0,ENCLOSURE,45.0,16,Recinto Premium,2026-05-21T13:08:57.969556500
0,ENCLOSURE,80.0,17,Recinto VIP,2026-05-21T13:08:57.969556500
0,ENCLOSURE,20.0,18,Recinto Basico,2026-05-21T13:08:57.970552
0,ENCLOSURE,45.0,19,Recinto Premium,2026-05-21T13:08:57.970552
0,ENCLOSURE,80.0,20,Recinto VIP,2026-05-21T13:08:57.970552
0,SOUVENIR,25.0,21,Centro del Parque,2026-05-21T13:08:57.971553300
0,ENCLOSURE,20.0,21,Recinto Basico,2026-05-21T13:08:57.971553300
0,ENCLOSURE,45.0,22,Recinto Premium,2026-05-21T13:08:57.971553300
0,SOUVENIR,25.0,23,Centro del Parque,2026-05-21T13:08:57.972552400
0,ENCLOSURE,80.0,23,Recinto VIP,2026-05-21T13:08:57.972552400
0,ENCLOSURE,20.0,24,Recinto Basico,2026-05-21T13:08:57.972552400
0,SOUVENIR,25.0,25,Centro del Parque,2026-05-21T13:08:57.973550900
0,ENCLOSURE,45.0,25,Recinto Premium,2026-05-21T13:08:57.973550900
0,ENCLOSURE,80.0,26,Recinto VIP,2026-05-21T13:08:57.974556
0,ENCLOSURE,20.0,27,Recinto Basico,2026-05-21T13:08:57.975553300
0,SOUVENIR,25.0,28,Centro del Parque,2026-05-21T13:08:57.975553300
0,ENCLOSURE,45.0,28,Recinto Premium,2026-05-21T13:08:57.976553500
0,SOUVENIR,25.0,29,Centro del Parque,2026-05-21T13:08:57.976553500
0,ENCLOSURE,80.0,29,Recinto VIP,2026-05-21T13:08:57.976553500
0,SOUVENIR,25.0,30,Centro del Parque,2026-05-21T13:08:57.977550300
0,ENCLOSURE,20.0,30,Recinto Basico,2026-05-21T13:08:57.977550300
0,ENCLOSURE,45.0,31,Recinto Premium,2026-05-21T13:08:57.977550300
0,ENCLOSURE,80.0,32,Recinto VIP,2026-05-21T13:08:57.978551900
0,ENCLOSURE,20.0,33,Recinto Basico,2026-05-21T13:08:57.978551900
0,ENCLOSURE,45.0,34,Recinto Premium,2026-05-21T13:08:57.978551900
0,ENCLOSURE,80.0,35,Recinto VIP,2026-05-21T13:08:57.979551800
0,ENCLOSURE,20.0,36,Recinto Basico,2026-05-21T13:08:57.979551800
0,SOUVENIR,25.0,37,Centro del Parque,2026-05-21T13:08:57.979551800
0,ENCLOSURE,45.0,37,Recinto Premium,2026-05-21T13:08:57.980550900
0,ENCLOSURE,80.0,38,Recinto VIP,2026-05-21T13:08:57.980550900
0,SOUVENIR,25.0,39,Centro del Parque,2026-05-21T13:08:57.980550900
0,ENCLOSURE,20.0,39,Recinto Basico,2026-05-21T13:08:57.981553500
0,SOUVENIR,25.0,40,Centro del Parque,2026-05-21T13:08:57.982549800
0,ENCLOSURE,45.0,40,Recinto Premium,2026-05-21T13:08:57.982549800
0,SOUVENIR,25.0,41,Centro del Parque,2026-05-21T13:08:57.983554100
0,ENCLOSURE,80.0,41,Recinto VIP,2026-05-21T13:08:57.983554100
0,SOUVENIR,25.0,42,Centro del Parque,2026-05-21T13:08:57.984559300
0,ENCLOSURE,20.0,42,Recinto Basico,2026-05-21T13:08:57.985558300
0,ENCLOSURE,45.0,43,Recinto Premium,2026-05-21T13:08:57.985558300
0,ENCLOSURE,80.0,44,Recinto VIP,2026-05-21T13:08:57.985558300
0,ENCLOSURE,20.0,45,Recinto Basico,2026-05-21T13:08:57.986556700
46,TICKET,30.0,46,Llegada,2026-05-21T13:08:57.991716900
47,TICKET,30.0,47,Llegada,2026-05-21T13:08:57.992850800
48,TICKET,30.0,48,Llegada,2026-05-21T13:08:57.992850800
49,TICKET,30.0,49,Llegada,2026-05-21T13:08:57.992850800
50,TICKET,30.0,50,Llegada,2026-05-21T13:08:57.993867800
0,ENCLOSURE,80.0,2,Recinto VIP,2026-05-21T13:08:57.993867800
